,url,rated,time_class,time_control,start_time,game_time,played,rating,opponent,opponent_rating,result,info
110,https://www.chess.com/game/daily/133345152,True,daily,1/86400,2016-04-12 01:38:17,220942.0,white,1257,kradical,1248,win,checkmated
111,https://www.chess.com/game/daily/133591904,True,daily,1/86400,2016-04-15 10:51:35,9839.0,black,1264,SKUKKUTT,1144,win,checkmated
112,https://www.chess.com/game/daily/133526606,True,daily,1/86400,2016-04-14 15:00:53,89139.0,black,1273,drlec,1247,win,resigned
113,https://www.chess.com/game/daily/133654396,True,daily,1/86400,2016-04-16 04:15:34,12606.0,black,1283,gobline15,1321,win,resigned
114,https://www.chess.com/game/daily/133514316,True,daily,1/86400,2016-04-14 10:59:39,168232.0,black,1290,BY9,1216,win,resigned
115,https://www.chess.com/game/daily/133666836,True,daily,1/86400,2016-04-16 09:55:44,82583.0,white,1296,BY9,1197,win,checkmated
116,https://www.chess.com/game/daily/133663486,True,daily,1/86400,2016-04-16 08:23:38,88985.0,white,1302,lefteris29,1189,win,checkmated
117,https://www.chess.com/game/daily/133624102,True,daily,1/86400,2016-04-15 17:31:12,157668.0,black,1293,seaniccio,1258,loss,checkmated
118,https://www.chess.com/game/daily/133746748,True,daily,1/86400,2016-04-17 14:27:58,7560.0,white,1299,mumbru_63,1218,win,resigned
119,https://www.chess.com/game/daily/133433588,True,daily,1/86400,2016-04-13 07:09:54,411159.0,white,1302,RickeyCharlesBuchkow,1066,win,checkmated
120,https://www.chess.com/game/daily/133793020,True,daily,1/86400,2016-04-18 05:56:52,76937.0,black,1310,ruddyducky,1280,win,checkmated
121,https://www.chess.com/game/daily/133591908,True,daily,1/86400,2016-04-15 10:51:39,324392.0,white,1300,SKUKKUTT,1226,loss,checkmated
122,https://www.chess.com/game/daily/133743132,True,daily,1/86400,2016-04-17 13:20:34,162370.0,white,1307,seaniccio,1259,win,checkmated
123,https://www.chess.com/game/daily/133857610,True,daily,1/86400,2016-04-19 03:48:45,25385.0,black,1301,RadioActiveRabbit,1377,loss,checkmated
124,https://www.chess.com/game/daily/133746764,True,daily,1/86400,2016-04-17 14:28:17,174742.0,black,1306,WalangPera,1194,win,resigned
125,https://www.chess.com/game/daily/133871558,True,daily,1/259200,2016-04-19 09:29:04,26080.0,white,1299,potsmoker1,1327,loss,checkmated
126,https://www.chess.com/game/daily/133884444,True,daily,1/86400,2016-04-19 13:47:55,89951.0,black,1291,Apoorv013,1291,loss,checkmated
127,https://www.chess.com/game/daily/133867808,True,daily,1/86400,2016-04-19 07:44:19,193728.0,black,1284,benji2992,1330,loss,checkmated
128,https://www.chess.com/game/daily/134007894,True,daily,1/86400,2016-04-21 05:19:14,71935.0,white,1292,Apoorv013,1309,win,checkmated
129,https://www.chess.com/game/daily/133500178,True,daily,1/86400,2016-04-14 05:03:34,679966.0,white,1297,Ashwood1,1182,win,checkmated
130,https://www.chess.com/game/daily/133871554,True,daily,1/86400,2016-04-19 09:28:51,273151.0,white,1289,afurabolos,1261,loss,checkmated
131,https://www.chess.com/game/daily/134146454,False,daily,1/86400,2016-04-23 05:13:22,84791.0,white,1289,RadioActiveRabbit,1377,loss,resigned
132,https://www.chess.com/game/daily/134098500,True,daily,1/86400,2016-04-22 13:51:30,255795.0,white,1283,marpon,1445,loss,resigned
133,https://www.chess.com/game/daily/134098368,True,daily,1/86400,2016-04-22 13:49:00,262823.0,white,1279,Doler12,1463,loss,checkmated
134,https://www.chess.com/game/daily/134072906,True,daily,1/86400,2016-04-22 03:06:35,301830.0,black,1273,Apoorv013,1338,loss,checkmated
135,https://www.chess.com/game/daily/134098752,True,daily,1/86400,2016-04-22 13:56:16,266374.0,black,1281,gargaxxx,1284,win,resigned
136,https://www.chess.com/game/daily/134272702,True,daily,1/86400,2016-04-25 03:29:36,79513.0,black,1273,fozzy5,1243,loss,resigned
137,https://www.chess.com/game/daily/134431156,True,daily,1/86400,2016-04-27 10:35:54,55497.0,black,1267,RadioActiveRabbit,1335,loss,resigned
138,https://www.chess.com/game/daily/134431166,True,daily,1/86400,2016-04-27 10:36:11,56650.0,white,1088,RadioActiveRabbit,1115,loss,checkmated
139,https://www.chess.com/game/daily/134431096,True,daily,1/86400,2016-04-27 10:34:20,56850.0,white,1053,RadioActiveRabbit,1175,loss,resigned
140,https://www.chess.com/game/daily/134431024,True,daily,1/86400,2016-04-27 10:32:42,56960.0,black,1261,RadioActiveRabbit,1356,loss,resigned
141,https://www.chess.com/game/daily/134431172,True,daily,1/86400,2016-04-27 10:36:19,56752.0,black,1256,RadioActiveRabbit,1374,loss,resigned
142,https://www.chess.com/game/daily/134303618,True,daily,1/172800,2016-04-25 14:40:59,251289.0,black,1265,marpon,1310,win,checkmated
143,https://www.chess.com/game/daily/134078842,True,daily,1/86400,2016-04-22 06:07:41,626470.0,black,1258,potsmoker1,1316,loss,resigned
144,https://www.chess.com/game/daily/134308540,True,daily,1/86400,2016-04-25 16:00:35,348530.0,white,1250,gargaxxx,1229,loss,checkmated
145,https://www.chess.com/game/daily/134622028,True,daily,1/86400,2016-04-30 03:25:17,1946.0,black,1259,1earp,1320,win,resigned
146,https://www.chess.com/game/daily/134427498,True,daily,1/86400,2016-04-27 08:46:53,266455.0,black,1253,Mired33,1301,loss,checkmated
147,https://www.chess.com/game/daily/134636538,True,daily,1/86400,2016-04-30 09:20:24,15662.0,black,1120,bardales7510,1337,win,checkmated
148,https://www.chess.com/game/daily/134636542,True,daily,1/86400,2016-04-30 09:20:26,17691.0,white,1104,bardales7510,1346,loss,checkmated
149,https://www.chess.com/game/daily/134625236,True,daily,1/86400,2016-04-30 05:18:10,50684.0,white,1260,Bandoneon,1250,win,resigned
150,https://www.chess.com/game/daily/134648422,True,daily,1/86400,2016-04-30 14:09:23,43684.0,white,1091,bardales7510,1365,loss,checkmated
151,https://www.chess.com/game/daily/134622034,True,daily,1/86400,2016-04-30 03:25:19,87635.0,black,1256,sunterraman,1403,loss,resigned
152,https://www.chess.com/game/daily/134690986,True,daily,1/86400,2016-05-01 02:20:41,23331.0,black,1144,bardales7510,1352,win,checkmated
153,https://www.chess.com/game/daily/134636532,True,daily,1/86400,2016-04-30 09:20:18,88748.0,white,1261,my-myxa,1160,win,checkmated
154,https://www.chess.com/game/daily/134640962,True,daily,1/86400,2016-04-30 11:24:13,95479.0,white,1269,Mired33,1284,win,resigned
155,https://www.chess.com/game/daily/134713830,True,daily,1/86400,2016-05-01 12:02:25,7422.0,white,1275,Felixtobyd01,1228,win,checkmated
156,https://www.chess.com/game/daily/134713832,True,daily,1/86400,2016-05-01 12:02:32,7468.0,black,1267,Felixtobyd01,1236,loss,resigned
157,https://www.chess.com/game/daily/134713824,True,daily,1/86400,2016-05-01 12:02:19,8992.0,black,1259,Felixtobyd01,1244,loss,resigned
158,https://www.chess.com/game/daily/134479038,True,daily,1/86400,2016-04-28 00:56:38,340069.0,white,1253,IMAGINEweakness,1304,loss,checkmated
